Compound_ID,DrugBank,IUPHAR,KEGG,Protein_ID,Label
2747,,,TRUE,Q99250,0
2747,,,TRUE,Q9NY46,1
2747,,,TRUE,P35499,1
2747,,,TRUE,Q14524,1
2747,,,TRUE,Q9UQD0,0
2747,,,TRUE,Q15858,0
2747,,,TRUE,Q9Y5Y9,0
2747,,,TRUE,Q9UI33,1
48040,,,TRUE,P35498,0
48040,,,TRUE,Q99250,1
48040,,,TRUE,Q9NY46,1
48040,,,TRUE,P35499,0
48040,,,TRUE,Q14524,1
48040,,,TRUE,Q9UQD0,1
48040,,,TRUE,Q15858,0
48040,,,TRUE,Q9Y5Y9,0
48040,,,TRUE,Q9UI33,1
52194,,,TRUE,P35498,1
52194,,,TRUE,Q99250,1
52194,,,TRUE,Q9NY46,0
52194,,,TRUE,P35499,1
52194,,,TRUE,Q14524,1
52194,,,TRUE,Q9UQD0,0
52194,,,TRUE,Q15858,0
52194,,,TRUE,Q9Y5Y9,0
52194,,,TRUE,Q9UI33,1
20057015,,,TRUE,P35498,1
20057015,,,TRUE,Q99250,1
20057015,,,TRUE,Q9NY46,0
20057015,,,TRUE,P35499,1
20057015,,,TRUE,Q14524,0
20057015,,,TRUE,Q9UQD0,1
20057015,,,TRUE,Q15858,1
20057015,,,TRUE,Q9Y5Y9,0
20057015,,,TRUE,Q9UI33,1
18177375,,,TRUE,P35498,1
18177375,,,TRUE,Q99250,1
18177375,,,TRUE,Q9NY46,1
18177375,,,TRUE,P35499,1
18177375,,,TRUE,Q14524,1
18177375,,,TRUE,Q9UQD0,0
18177375,,,TRUE,Q15858,1
18177375,,,TRUE,Q9Y5Y9,0
18177375,,,TRUE,Q9UI33,1
38945,,,TRUE,P35498,0
38945,,,TRUE,Q99250,0
38945,,,TRUE,Q9NY46,1
38945,,,TRUE,P35499,1
38945,,,TRUE,Q9UQD0,1
38945,,,TRUE,Q15858,1
38945,,,TRUE,Q9Y5Y9,0
38945,,,TRUE,Q9UI33,0
38945,TRUE,,TRUE,Q14524,0
68608,,,TRUE,P35498,1
68608,,,TRUE,Q99250,0
68608,,,TRUE,Q9NY46,0
68608,,,TRUE,P35499,1
68608,,,TRUE,Q14524,0
68608,,,TRUE,Q9UQD0,0
68608,,,TRUE,Q15858,1
68608,,,TRUE,Q9Y5Y9,0
68608,,,TRUE,Q9UI33,0
46174075,,,TRUE,P35498,1
46174075,,,TRUE,Q99250,0
46174075,,,TRUE,Q9NY46,0
46174075,,,TRUE,P35499,1
46174075,,,TRUE,Q14524,0
46174075,,,TRUE,Q9UQD0,1
46174075,,,TRUE,Q15858,0
46174075,,,TRUE,Q9Y5Y9,0
46174075,,,TRUE,Q9UI33,0
92253,,,TRUE,P35498,1
92253,,,TRUE,Q99250,0
92253,,,TRUE,Q9NY46,0
92253,,,TRUE,P35499,1
92253,,,TRUE,Q14524,1
92253,,,TRUE,Q9UQD0,1
92253,,,TRUE,Q15858,0
92253,,,TRUE,Q9UI33,0
92253,TRUE,,TRUE,Q9Y5Y9,1
4062,,,TRUE,P35498,1
4062,,,TRUE,Q99250,0
4062,,,TRUE,Q9NY46,1
4062,,,TRUE,P35499,1
4062,,,TRUE,Q14524,0
4062,,,TRUE,Q9UQD0,0
4062,,,TRUE,Q15858,0
4062,,,TRUE,Q9UI33,1
4062,TRUE,,TRUE,Q9Y5Y9,0
65502,,,TRUE,P35498,1
65502,,,TRUE,Q99250,0
65502,,,TRUE,Q9NY46,1
65502,,,TRUE,P35499,1
65502,,,TRUE,Q14524,0
65502,,,TRUE,Q9UQD0,0
65502,,,TRUE,Q15858,0
65502,,,TRUE,Q9Y5Y9,1
65502,,,TRUE,Q9UI33,0
4935,,,TRUE,P35498,0
4935,,,TRUE,Q99250,0
4935,,,TRUE,Q9NY46,1
4935,,,TRUE,P35499,1
4935,,,TRUE,Q14524,1
4935,,,TRUE,Q9UQD0,1
4935,,,TRUE,Q15858,1
4935,,,TRUE,Q9UI33,1
4935,TRUE,,TRUE,Q9Y5Y9,0
5953,,,TRUE,P35498,0
5953,,,TRUE,Q99250,0
5953,,,TRUE,Q9NY46,1
5953,,,TRUE,P35499,1
5953,,,TRUE,Q14524,0
5953,,,TRUE,Q9UQD0,0
5953,,,TRUE,Q15858,0
5953,,,TRUE,Q9Y5Y9,1
5953,,,TRUE,Q9UI33,0
175805,,,TRUE,P35498,0
175805,,,TRUE,Q99250,1
175805,,,TRUE,Q9NY46,0
175805,,,TRUE,P35499,1
175805,,,TRUE,Q9UQD0,1
175805,,,TRUE,Q15858,0
175805,,,TRUE,Q9UI33,0
175805,TRUE,,TRUE,Q9Y5Y9,1
175805,,TRUE,TRUE,Q14524,0
9881504,,,TRUE,P35498,0
9881504,,,TRUE,Q99250,1
9881504,,,TRUE,Q9NY46,1
9881504,,,TRUE,P35499,0
9881504,,,TRUE,Q14524,0
9881504,,,TRUE,Q9UQD0,1
9881504,,,TRUE,Q15858,0
9881504,,,TRUE,Q9Y5Y9,1
9881504,,,TRUE,Q9UI33,0
11962412,,,TRUE,P35498,1
11962412,,,TRUE,Q99250,0
11962412,,,TRUE,Q9NY46,1
11962412,,,TRUE,P35499,1
11962412,,,TRUE,Q14524,1
11962412,,,TRUE,Q9UQD0,1
11962412,,,TRUE,Q15858,1
11962412,,,TRUE,Q9Y5Y9,0
11962412,,,TRUE,Q9UI33,1
11962412,,,TRUE,P14867,0
11962412,,,TRUE,P47869,0
11962412,,,TRUE,P34903,0
11962412,,,TRUE,P48169,1
11962412,,,TRUE,P31644,1
11962412,,,TRUE,Q16445,0
11962412,,,TRUE,P18505,1
11962412,,,TRUE,P47870,0
11962412,,,TRUE,P28472,0
11962412,,,TRUE,O14764,0
11962412,,,TRUE,P78334,0
11962412,,,TRUE,Q8N1C3,1
11962412,,,TRUE,P18507,1
11962412,,,TRUE,Q99928,0
11962412,,,TRUE,O00591,0
11962412,,,TRUE,Q9UN88,0
41022,,,TRUE,P35498,0
41022,,,TRUE,Q99250,1
41022,,,TRUE,Q9NY46,0
41022,,,TRUE,P35499,0
41022,,,TRUE,Q14524,0
41022,,,TRUE,Q9UQD0,1
41022,,,TRUE,Q15858,1
41022,,,TRUE,Q9Y5Y9,0
41022,,,TRUE,Q9UI33,1
64642,,,TRUE,P35498,0
64642,,,TRUE,Q99250,1
64642,,,TRUE,Q9NY46,1
64642,,,TRUE,P35499,1
64642,,,TRUE,Q14524,0
64642,,,TRUE,Q9UQD0,0
64642,,,TRUE,Q15858,1
64642,,,TRUE,Q9Y5Y9,1
64642,,,TRUE,Q9UI33,1
73957,,,TRUE,P35498,0
73957,,,TRUE,Q99250,0
73957,,,TRUE,Q9NY46,1
73957,,,TRUE,P35499,0
73957,,,TRUE,Q14524,1
73957,,,TRUE,Q9UQD0,0
73957,,,TRUE,Q15858,1
73957,,,TRUE,Q9Y5Y9,1
73957,,,TRUE,Q9UI33,1
6420040,,,TRUE,P35498,0
6420040,,,TRUE,Q99250,0
6420040,,,TRUE,Q9NY46,1
6420040,,,TRUE,P35499,1
6420040,,,TRUE,Q14524,0
6420040,,,TRUE,Q9UQD0,1
6420040,,,TRUE,Q15858,1
6420040,,,TRUE,Q9Y5Y9,0
6420040,,,TRUE,Q9UI33,0
23724818,,,TRUE,P35498,0
23724818,,,TRUE,Q99250,1
23724818,,,TRUE,Q9NY46,1
23724818,,,TRUE,P35499,1
23724818,,,TRUE,Q14524,0
23724818,,,TRUE,Q9UQD0,1
23724818,,,TRUE,Q15858,1
23724818,,,TRUE,Q9Y5Y9,0
23724818,,,TRUE,Q9UI33,0
108173,,,TRUE,P35498,0
108173,,,TRUE,Q99250,0
108173,,,TRUE,Q9NY46,0
108173,,,TRUE,P35499,0
108173,,,TRUE,Q14524,1
108173,,,TRUE,Q9UQD0,0
108173,,,TRUE,Q15858,0
108173,,,TRUE,Q9Y5Y9,0
108173,,,TRUE,Q9UI33,1
56338,,,TRUE,P35498,0
56338,,,TRUE,Q99250,1
56338,,,TRUE,Q9NY46,1
56338,,,TRUE,P35499,0
56338,,,TRUE,Q14524,1
56338,,,TRUE,Q9UQD0,0
56338,,,TRUE,Q15858,1
56338,,,TRUE,Q9Y5Y9,1
56338,,,TRUE,Q9UI33,1
442964,,,TRUE,P35498,0
442964,,,TRUE,Q99250,1
442964,,,TRUE,Q9NY46,1
442964,,,TRUE,P35499,0
442964,,,TRUE,Q14524,0
442964,,,TRUE,Q9UQD0,0
442964,,,TRUE,Q15858,1
442964,,,TRUE,Q9Y5Y9,0
442964,,,TRUE,Q9UI33,0
64640,,,TRUE,P35498,0
64640,,,TRUE,Q99250,1
64640,,,TRUE,Q9NY46,0
64640,,,TRUE,P35499,1
64640,,,TRUE,Q14524,1
64640,,,TRUE,Q9UQD0,1
64640,,,TRUE,Q15858,0
64640,,,TRUE,Q9Y5Y9,1
64640,,,TRUE,Q9UI33,1
23663628,,,TRUE,P35498,0
23663628,,,TRUE,Q99250,0
23663628,,,TRUE,Q9NY46,0
23663628,,,TRUE,P35499,0
23663628,,,TRUE,Q14524,0
23663628,,,TRUE,Q9UQD0,1
23663628,,,TRUE,Q15858,1
23663628,,,TRUE,Q9Y5Y9,0
23663628,,,TRUE,Q9UI33,0
32169,,,TRUE,P35498,1
32169,,,TRUE,Q99250,0
32169,,,TRUE,Q9NY46,1
32169,,,TRUE,P35499,1
32169,,,TRUE,Q14524,1
32169,,,TRUE,Q9UQD0,1
32169,,,TRUE,Q15858,0
32169,,,TRUE,Q9Y5Y9,0
32169,,,TRUE,Q9UI33,0
48041,,,TRUE,P35498,1
48041,,,TRUE,Q99250,0
48041,,,TRUE,Q9NY46,1
48041,,,TRUE,P35499,1
48041,,,TRUE,Q9UQD0,1
48041,,,TRUE,Q15858,1
48041,,,TRUE,Q9Y5Y9,0
48041,,,TRUE,Q9UI33,0
48041,TRUE,,TRUE,Q14524,1
4820,,,TRUE,P35498,0
4820,,,TRUE,Q99250,1
4820,,,TRUE,Q9NY46,1
4820,,,TRUE,P35499,1
4820,,,TRUE,Q14524,1
4820,,,TRUE,Q9UQD0,0
4820,,,TRUE,Q15858,1
4820,,,TRUE,Q9Y5Y9,0
4820,,,TRUE,Q9UI33,1
8695,,,TRUE,P35498,1
8695,,,TRUE,Q99250,0
8695,,,TRUE,Q9NY46,1
8695,,,TRUE,P35499,1
8695,,,TRUE,Q14524,0
8695,,,TRUE,Q9UQD0,0
8695,,,TRUE,Q15858,1
8695,,,TRUE,Q9Y5Y9,1
8695,,,TRUE,Q9UI33,1
71413,,,TRUE,P35498,1
71413,,,TRUE,Q99250,1
71413,,,TRUE,Q9NY46,1
71413,,,TRUE,P35499,1
71413,,,TRUE,Q14524,0
71413,,,TRUE,Q9UQD0,0
71413,,,TRUE,Q15858,0
71413,,,TRUE,Q9Y5Y9,1
71413,,,TRUE,Q9UI33,0
517321,,,TRUE,P35498,0
517321,,,TRUE,Q99250,1
517321,,,TRUE,Q9NY46,1
517321,,,TRUE,P35499,0
517321,,,TRUE,Q14524,0
517321,,,TRUE,Q9UQD0,1
517321,,,TRUE,Q15858,1
517321,,,TRUE,Q9Y5Y9,0
517321,,,TRUE,Q9UI33,0
521951,,,TRUE,P35498,0
521951,,,TRUE,Q99250,0
521951,,,TRUE,Q9NY46,1
521951,,,TRUE,P35499,0
521951,,,TRUE,Q14524,1
521951,,,TRUE,Q9UQD0,0
521951,,,TRUE,Q15858,1
521951,,,TRUE,Q9Y5Y9,1
521951,,,TRUE,Q9UI33,1
56339,,,TRUE,P35498,1
56339,,,TRUE,Q99250,0
56339,,,TRUE,Q9NY46,1
56339,,,TRUE,P35499,1
56339,,,TRUE,Q9UQD0,0
56339,,,TRUE,Q15858,0
56339,,,TRUE,Q9Y5Y9,1
56339,,,TRUE,Q9UI33,0
56339,TRUE,,TRUE,Q14524,1
84105,,,TRUE,P35498,1
84105,,,TRUE,Q99250,0
84105,,,TRUE,Q9NY46,1
84105,,,TRUE,P35499,0
84105,,,TRUE,Q14524,0
84105,,,TRUE,Q9UQD0,0
84105,,,TRUE,Q15858,1
84105,,,TRUE,Q9Y5Y9,0
84105,,,TRUE,Q9UI33,0
4633,,,TRUE,P35498,0
4633,,,TRUE,Q99250,1
4633,,,TRUE,Q9NY46,1
4633,,,TRUE,P35499,1
4633,,,TRUE,Q14524,1
4633,,,TRUE,Q9UQD0,1
4633,,,TRUE,Q15858,1
4633,,,TRUE,Q9UI33,0
4633,TRUE,,TRUE,Q9Y5Y9,0
122142,,,TRUE,P35498,1
122142,,,TRUE,Q99250,1
122142,,,TRUE,Q9NY46,1
122142,,,TRUE,P35499,0
122142,,,TRUE,Q14524,1
122142,,,TRUE,Q9UQD0,0
122142,,,TRUE,Q15858,1
122142,,,TRUE,Q9Y5Y9,1
122142,,,TRUE,Q9UI33,1
122142,,,TRUE,P31645,0
122142,,,TRUE,P23975,0
122142,,,TRUE,Q01959,0
122142,,,TRUE,Q12809,0
36708,,,TRUE,P35498,1
36708,,,TRUE,Q99250,0
36708,,,TRUE,Q9NY46,1
36708,,,TRUE,P35499,1
36708,,,TRUE,Q14524,0
36708,,,TRUE,Q9UQD0,1
36708,,,TRUE,Q15858,0
36708,,,TRUE,Q9Y5Y9,1
36708,,,TRUE,Q9UI33,1
9796823,,,TRUE,P35498,1
9796823,,,TRUE,Q99250,1
9796823,,,TRUE,Q9NY46,1
9796823,,,TRUE,P35499,1
9796823,,,TRUE,Q14524,0
9796823,,,TRUE,Q9UQD0,0
9796823,,,TRUE,Q15858,0
9796823,,,TRUE,Q9Y5Y9,0
23724804,,,TRUE,P35498,0
23724804,,,TRUE,Q99250,0
23724804,,,TRUE,Q9NY46,1
23724804,,,TRUE,P35499,0
23724804,,,TRUE,Q14524,0
23724804,,,TRUE,Q9UQD0,0
23724804,,,TRUE,Q15858,1
23724804,,,TRUE,Q9Y5Y9,1
23724804,,,TRUE,Q9UI33,0
6314,,,TRUE,P35498,0
6314,,,TRUE,Q99250,0
6314,,,TRUE,Q9NY46,1
6314,,,TRUE,P35499,0
6314,,,TRUE,Q14524,0
6314,,,TRUE,Q9UQD0,0
6314,,,TRUE,Q15858,1
6314,,,TRUE,Q9Y5Y9,0
6314,,,TRUE,Q9UI33,0
65501,,,TRUE,P35498,0
65501,,,TRUE,Q99250,1
65501,,,TRUE,Q9NY46,1
65501,,,TRUE,P35499,1
65501,,,TRUE,Q14524,0
65501,,,TRUE,Q9UQD0,1
65501,,,TRUE,Q15858,1
65501,,,TRUE,Q9Y5Y9,1
65501,,,TRUE,Q9UI33,0
32170,,,TRUE,P35498,1
32170,,,TRUE,Q99250,1
32170,,,TRUE,Q9NY46,1
32170,,,TRUE,P35499,0
32170,,,TRUE,Q14524,0
32170,,,TRUE,Q9UQD0,1
32170,,,TRUE,Q15858,0
32170,,,TRUE,Q9Y5Y9,1
32170,,,TRUE,Q9UI33,0
16219577,,,TRUE,P35498,0
16219577,,,TRUE,Q99250,1
16219577,,,TRUE,Q9NY46,1
16219577,,,TRUE,P35499,0
16219577,,,TRUE,Q14524,1
16219577,,,TRUE,Q9UQD0,0
16219577,,,TRUE,Q15858,0
16219577,,,TRUE,Q9Y5Y9,1
16219577,,,TRUE,Q9UI33,1
2337,,,TRUE,P35498,0
2337,,,TRUE,Q99250,1
2337,,,TRUE,Q9NY46,1
2337,,,TRUE,P35499,0
2337,,,TRUE,Q14524,1
2337,,,TRUE,Q9UQD0,0
2337,,,TRUE,Q15858,0
2337,,,TRUE,Q9UI33,0
2337,TRUE,,TRUE,Q9Y5Y9,0
5282419,,,TRUE,P35498,0
5282419,,,TRUE,Q99250,0
5282419,,,TRUE,Q9NY46,1
5282419,,,TRUE,P35499,0
5282419,,,TRUE,Q14524,0
5282419,,,TRUE,Q9UQD0,1
5282419,,,TRUE,Q15858,0
5282419,,,TRUE,Q9Y5Y9,0
5282419,,,TRUE,Q9UI33,0
6918111,,,TRUE,P35498,1
6918111,,,TRUE,Q99250,0
6918111,,,TRUE,Q9NY46,1
6918111,,,TRUE,P35499,0
6918111,,,TRUE,Q14524,0
6918111,,,TRUE,Q9UQD0,0
6918111,,,TRUE,Q15858,0
6918111,,,TRUE,Q9Y5Y9,1
6918111,,,TRUE,Q9UI33,0
71183216,,,TRUE,P35498,1
71183216,,,TRUE,Q99250,0
71183216,,,TRUE,Q9NY46,0
71183216,,,TRUE,P35499,0
71183216,,,TRUE,Q9UQD0,0
71183216,,,TRUE,Q15858,1
71183216,,,TRUE,Q9Y5Y9,0
71183216,,,TRUE,Q9UI33,1
71183216,,TRUE,TRUE,Q14524,1
6917898,,,TRUE,P35498,0
6917898,,,TRUE,Q99250,1
6917898,,,TRUE,Q9NY46,1
6917898,,,TRUE,P35499,1
6917898,,,TRUE,Q14524,0
6917898,,,TRUE,Q9UQD0,1
6917898,,,TRUE,Q15858,1
6917898,,,TRUE,Q9Y5Y9,0
6917898,,,TRUE,Q9UI33,0
156309,,,TRUE,P35498,1
156309,,,TRUE,Q99250,0
156309,,,TRUE,Q9NY46,1
156309,,,TRUE,P35499,1
156309,,,TRUE,Q14524,0
156309,,,TRUE,Q9UQD0,0
156309,,,TRUE,Q15858,0
156309,,,TRUE,Q9Y5Y9,1
156309,,,TRUE,Q9UI33,0
64644,,,TRUE,P35498,0
64644,,,TRUE,Q99250,1
64644,,,TRUE,Q9NY46,1
64644,,,TRUE,P35499,0
64644,,,TRUE,Q14524,1
64644,,,TRUE,Q9UQD0,1
64644,,,TRUE,Q15858,0
64644,,,TRUE,Q9Y5Y9,0
64644,,,TRUE,Q9UI33,0
34632,,,TRUE,Q14524,0
9930048,,,TRUE,Q14524,1
9930048,,,TRUE,P22460,1
9930048,,,TRUE,Q9UK17,1
49836093,,,TRUE,Q15858,1
16046067,,,TRUE,Q15858,0
16046068,,,TRUE,Q15858,0
41774,,,TRUE,P10253,1
41774,,,TRUE,Q8TET4,1
41774,,,TRUE,O43451,1
41774,,,TRUE,P04746,1
41774,,,TRUE,P19961,0
444020,,,TRUE,P10253,1
444020,,,TRUE,Q8TET4,1
444020,TRUE,,TRUE,O43451,0
72004,,,TRUE,P10253,0
72004,,,TRUE,Q8TET4,1
72004,,,TRUE,O43451,0
13018787,,,TRUE,P10253,1
6918132,,,TRUE,P00915,0
6918132,,,TRUE,P00918,1
6918132,,,TRUE,P07451,1
6918132,,,TRUE,P22748,1
6918132,,,TRUE,P35218,0
6918132,,,TRUE,Q9Y2D0,1
6918132,,,TRUE,P23280,0
6918132,,,TRUE,P43166,0
6918132,,,TRUE,P35219,1
6918132,,,TRUE,Q16790,0
6918132,,,TRUE,O43570,1
6918132,,,TRUE,Q8N1Q1,0
6918132,,,TRUE,Q9ULX7,1
4100,,,TRUE,P35218,1
4100,,,TRUE,Q9Y2D0,0
4100,,,TRUE,P23280,0
4100,,,TRUE,P35219,0
4100,,,TRUE,Q16790,1
4100,,,TRUE,Q8N1Q1,1
4100,TRUE,,TRUE,P00918,1
4100,TRUE,,TRUE,P07451,0
4100,,TRUE,TRUE,O43570,1
4100,,TRUE,TRUE,Q9ULX7,0
4100,TRUE,TRUE,TRUE,P00915,0
4100,TRUE,TRUE,TRUE,P22748,0
4100,TRUE,TRUE,TRUE,P43166,1
69594,,,TRUE,P00915,1
69594,,,TRUE,P00918,1
69594,,,TRUE,P07451,0
69594,,,TRUE,P22748,1
69594,,,TRUE,P35218,1
69594,,,TRUE,Q9Y2D0,1
69594,,,TRUE,P23280,0
69594,,,TRUE,P43166,0
69594,,,TRUE,P35219,1
69594,,,TRUE,Q16790,0
69594,,,TRUE,O43570,1
69594,,,TRUE,Q8N1Q1,1
69594,,,TRUE,Q9ULX7,0
3295,,,TRUE,P35218,0
3295,,,TRUE,Q9Y2D0,1
3295,,,TRUE,P23280,0
3295,,,TRUE,P35219,1
3295,,,TRUE,Q16790,0
3295,,,TRUE,Q8N1Q1,1
3295,TRUE,,TRUE,P00918,1
3295,TRUE,,TRUE,P22748,0
3295,TRUE,,TRUE,P07451,1
3295,,TRUE,TRUE,O43570,1
3295,,TRUE,TRUE,Q9ULX7,1
3295,TRUE,TRUE,TRUE,P00915,1
3295,TRUE,TRUE,TRUE,P43166,0
60692,,,TRUE,P00915,1
60692,,,TRUE,P00918,0
60692,,,TRUE,P07451,1
60692,,,TRUE,P22748,1
60692,,,TRUE,P35218,1
60692,,,TRUE,Q9Y2D0,1
60692,,,TRUE,P23280,1
60692,,,TRUE,P43166,0
60692,,,TRUE,P35219,0
60692,,,TRUE,Q16790,1
60692,,,TRUE,O43570,0
60692,,,TRUE,Q8N1Q1,1
60692,,,TRUE,Q9ULX7,1
5284549,,,TRUE,P35218,0
5284549,,,TRUE,Q9Y2D0,1
5284549,,,TRUE,P23280,0
5284549,,,TRUE,P35219,1
5284549,,,TRUE,Q16790,1
5284549,,,TRUE,Q8N1Q1,1
5284549,TRUE,,TRUE,P00918,0
5284549,TRUE,,TRUE,P22748,0
5284549,TRUE,,TRUE,P07451,1
5284549,,TRUE,TRUE,O43570,0
5284549,,TRUE,TRUE,Q9ULX7,1
5284549,,TRUE,TRUE,P43166,0
5284549,TRUE,TRUE,TRUE,P00915,0
3038,,,TRUE,P35218,0
3038,,,TRUE,Q9Y2D0,0
3038,,,TRUE,P23280,1
3038,,,TRUE,P35219,0
3038,,,TRUE,Q16790,0
3038,,,TRUE,Q8N1Q1,0
3038,,,TRUE,Q9ULX7,1
3038,TRUE,,TRUE,P00918,1
3038,TRUE,,TRUE,P07451,0
3038,TRUE,,TRUE,P43166,0
3038,,TRUE,TRUE,O43570,1
3038,TRUE,TRUE,TRUE,P00915,0
3038,TRUE,TRUE,TRUE,P22748,0
13290219,,,TRUE,P00915,1
13290219,,,TRUE,P00918,1
13290219,,,TRUE,P07451,1
13290219,,,TRUE,P22748,1
13290219,,,TRUE,P35218,0
13290219,,,TRUE,Q9Y2D0,0
13290219,,,TRUE,P23280,1
13290219,,,TRUE,P43166,1
13290219,,,TRUE,P35219,1
13290219,,,TRUE,Q16790,0
13290219,,,TRUE,O43570,0
13290219,,,TRUE,Q8N1Q1,0
13290219,,,TRUE,Q9ULX7,0
135398752,,,TRUE,P47989,1
56963122,,,TRUE,P47989,1
24892858,,,TRUE,P47989,1
54833,,,TRUE,P47989,0
65327,,,TRUE,P31645,1
65327,,,TRUE,P23975,1
6419921,,,TRUE,P31645,0
6419921,,,TRUE,P23975,0
6419921,,,TRUE,P35367,0
441358,,,TRUE,P31645,0
441358,,,TRUE,P23975,1
62935,,,TRUE,P31645,0
62935,,,TRUE,P28223,0
62935,,,TRUE,P28335,0
62935,,,TRUE,P41595,1
77995,,,TRUE,P31645,0
9560989,,,TRUE,P31645,1
163701,,,TRUE,P31645,1
163701,,,TRUE,P23975,1
60834,,,TRUE,P31645,1
60834,,,TRUE,P23975,0
33611,,,TRUE,P31645,0
33611,,,TRUE,P23975,0
6918664,,,TRUE,P31645,1
6918664,,,TRUE,P23975,0
66264,,,TRUE,P31645,0
154100,,,TRUE,P31645,1
154100,,,TRUE,P23975,1
154100,,,TRUE,Q01959,0
157918,,,TRUE,P31645,0
157918,,,TRUE,P28223,0
9845306,,,TRUE,P31645,1
20313,,,TRUE,P31645,0
20313,,,TRUE,P23975,0
3020376,,,TRUE,P31645,0
5324346,,,TRUE,P31645,0
21116382,,,TRUE,P31645,1
21116382,,,TRUE,P23975,1
6918313,,,TRUE,P31645,1
6918313,,,TRUE,P08908,1
11658655,,,TRUE,P31645,1
11658655,,,TRUE,P23975,0
11658655,,,TRUE,Q01959,0
16095349,,,TRUE,P31645,0
16095349,,,TRUE,P23975,1
16095349,,,TRUE,Q01959,0
68539,,,TRUE,P31645,1
68539,,,TRUE,P23975,0
8228,,,TRUE,P31645,0
8228,,,TRUE,P23975,1
62857,,,TRUE,P31645,0
5282487,,,TRUE,P31645,0
146571,,,TRUE,P31645,1
64765,,,TRUE,P31645,0
64765,,,TRUE,P23975,0
64765,,,TRUE,Q01959,1
5281088,,,TRUE,P31645,1
5281088,,,TRUE,P23975,0
5281088,,,TRUE,P35367,0
71352,,,TRUE,P31645,0
91452,,,TRUE,P31645,1
91452,,,TRUE,P28223,1
91452,,,TRUE,P28335,0
91452,,,TRUE,P41595,1
70969,,,TRUE,P31645,1
70969,,,TRUE,P23975,0
70969,,,TRUE,Q01959,0
70969,,,TRUE,P21397,1
70969,,,TRUE,P27338,1
3047850,,,TRUE,P31645,1
65589,,,TRUE,P31645,1
65589,,,TRUE,P23975,1
3704,,,TRUE,P31645,1
3704,,,TRUE,P23975,1
11680542,,,TRUE,P31645,1
11680542,,,TRUE,P23975,0
11680542,,,TRUE,Q01959,1
6917778,,,TRUE,P31645,0
6917778,,,TRUE,P23975,1
56843850,,,TRUE,P31645,1
56843850,,,TRUE,P46098,0
56843850,,,TRUE,O95264,0
56843850,,,TRUE,Q8WXA8,1
56843850,,,TRUE,Q70Z44,1
56843850,,,TRUE,A5X5Y0,1
56843850,,,TRUE,P08908,0
58212050,,,TRUE,P31645,1
58212050,,,TRUE,P23975,0
6603149,,,TRUE,P31645,0
6603149,,,TRUE,P23975,0
62923,,,TRUE,P31645,1
62923,,,TRUE,P23975,1
47517,,,TRUE,P31645,1
47517,,,TRUE,P23975,0
5282318,,,TRUE,P31645,1
5282318,,,TRUE,P23975,0
2081,,,TRUE,P31645,1
62878,,,TRUE,P31645,0
68943792,,,TRUE,P31645,0
68943792,,,TRUE,P23975,1
68943792,,,TRUE,Q01959,1
11065,,,TRUE,P31645,0
11065,,,TRUE,P23975,1
6420022,,,TRUE,P31645,1
6420022,,,TRUE,P23975,1
63009,,,TRUE,P31645,1
24904,,,TRUE,P31645,0
24904,,,TRUE,P23975,0
71478,,,TRUE,P23975,1
120608,,,TRUE,P23975,0
71424,,,TRUE,P23975,0
54840,,,TRUE,P23975,0
91442,,,TRUE,P23975,1
91442,,,TRUE,Q01959,0
86471,,,TRUE,P23975,0
9377,,,TRUE,P23975,1
15029915,,,TRUE,P23975,1
92159,,,TRUE,P23975,1
92159,,,TRUE,Q01959,0
14372,,,TRUE,P23975,0
14372,,,TRUE,Q01959,0
65474,,,TRUE,P23975,1
6437591,,,TRUE,P23975,0
56841862,,,TRUE,P23975,1
25192248,,,TRUE,P23975,1
25192248,,,TRUE,Q01959,0
9280,,,TRUE,P23975,0
9280,,,TRUE,Q01959,1
71926,,,TRUE,P23975,1
6450479,,,TRUE,P23975,1
11597697,,,TRUE,P23975,1
11597697,,,TRUE,Q01959,1
38206,,,TRUE,P23975,1
11984562,,,TRUE,P23975,0
11984562,,,TRUE,Q01959,1
24754241,,,TRUE,P23975,0
65328,,,TRUE,P23975,1
127150,,,TRUE,P23975,0
71176,,,TRUE,P23975,0
11186829,,,TRUE,P23975,1
67583702,,,TRUE,P23975,0
67583702,,,TRUE,Q01959,0
62884,,,TRUE,P23975,0
62884,,,TRUE,Q01959,0
3053755,,,TRUE,P23975,0
5358907,,,TRUE,P23975,1
9838996,,,TRUE,P23975,0
9838996,,,TRUE,Q01959,1
54360,,,TRUE,P35367,0
5281067,,,TRUE,P35367,0
5281068,,,TRUE,P35367,0
8980,,,TRUE,P35367,0
63002,,,TRUE,P35367,1
83823,,,TRUE,P35367,1
83823,,,TRUE,Q05586,1
83823,,,TRUE,Q12879,0
83823,,,TRUE,Q13224,1
83823,,,TRUE,Q14957,0
83823,,,TRUE,O15399,1
83823,,,TRUE,Q8TCU5,1
83823,,,TRUE,O60391,0
14668,,,TRUE,P35367,1
1547484,,,TRUE,P35367,0
173612,,,TRUE,P35367,1
5282414,,,TRUE,P35367,1
71640,,,TRUE,P35367,0
444032,,,TRUE,P35367,0
157313,,,TRUE,P35367,1
54384,,,TRUE,P35367,0
5284472,,,TRUE,P35367,0
22529,,,TRUE,P35367,1
25715,,,TRUE,P35367,0
